en	hi	sat	src	kind	pos	flags	variants
Khitan small script		ᱠᱷᱤᱛᱟᱱ ᱢᱟᱨᱮ ᱪᱤᱠᱤ	Hembram/Glossary	word			
Khmer		ᱠᱷᱢᱮᱨ	Hembram/Glossary	word			
Khojki		ᱠᱷᱚᱡᱽᱠᱤ	Hembram/Glossary	word			
Khotanese		ᱠᱷᱚᱴᱟᱱᱤᱡᱽ	Hembram/Glossary	word			
Khowar		ᱠᱷᱚᱣᱟᱨ	Hembram/Glossary	word			
Khudawadi		ᱠᱷᱩᱰᱟᱣᱟᱰᱤ	Hembram/Glossary	word			
kick		ᱛᱷᱭᱚ	GATITOS	word			
Kid	बकरी का बच्चा	ᱢᱮᱨᱚᱢ ᱜᱤᱫᱽᱨᱟᱹ	Hembram/Category	word	animal	repaired:1	ᱜᱤᱫᱨᱟᱹ|GATITOS
kidding		ᱮᱭᱟᱨᱠᱤ	GATITOS	word			
kidney		ᱠᱚᱞᱡᱟ	GATITOS	word			
kids		ᱜᱤᱫᱽᱲᱟᱹ	GATITOS	word			
Kikuyu		ᱠᱤᱠᱩᱭᱩ	Hembram/Glossary	word			
kill		ᱜᱭᱹ	GATITOS	word			
Kimbundu		ᱠᱤᱢᱵᱩᱱᱰᱩ	Hembram/Glossary	word			
Kinaray-a		ᱠᱤᱱᱟᱨᱮᱼᱭᱟ	Hembram/Glossary	word			
kind		ᱦᱚᱥᱚᱬᱞ	GATITOS	word			
kinda		ᱦᱚᱭᱛᱳᱹ	GATITOS	word			
kindly		ᱚᱠᱛᱚᱡᱟᱹᱱᱤᱡ	GATITOS	word		repaired:1	
kindness		ᱫᱟᱭᱟᱹᱠᱟᱱ	GATITOS	word			
king		ᱨᱟᱡᱟ	GATITOS	word			
Kinyarwanda		ᱠᱤᱱᱭᱟᱨᱣᱟᱱᱰᱟ	Hembram/Glossary	word			
Kirghiz		ᱠᱤᱨᱜᱷᱤᱡᱽ	Hembram/Glossary	word			
Kirmanjki		ᱠᱤᱨᱢᱟᱱᱡᱽᱠᱤ	Hembram/Glossary	word			
kiss		ᱪᱦᱹ	GATITOS	word			
kitchen		ᱫᱟᱠᱟ-ᱚᱲᱟᱦ	GATITOS	word		hyphen:1	
kite		ᱜᱷᱩᱲᱤ	GATITOS	word			
Kitten	बिल्ली का बच्चा	ᱯᱩᱥᱤ ᱜᱤᱫᱽᱨᱟᱹ	Hembram/Category	word	animal	repaired:1	ᱯᱩᱥᱤ ᱵᱩᱥᱚᱹ|GATITOS
Klingon		ᱠᱞᱤᱝᱜᱚᱱ	Hembram/Glossary	word			
Knee	घुटना	ᱴᱷᱤᱴᱲᱟᱜ	Hembram/Category	word	body	synonyms:2	ᱜᱚᱱᱴᱷᱮ|Hembram/Category;ᱜᱚᱱᱴᱷᱮ|Hembram/OpenDict;ᱜᱚᱱᱴᱷᱮ|Hembram/Glossary;ᱜᱱᱴᱷᱮ|GATITOS
knew		ᱵᱟᱰᱟᱭ	GATITOS	word			
knife		ᱪᱩᱨᱤ	GATITOS	word			
knight		ᱨᱟᱡᱟ	GATITOS	word			
know		ᱵᱟᱰᱟᱭ	GATITOS	word			
knowledge		ᱟᱠᱤᱞ	GATITOS	word			
known		ᱵᱟᱰᱟᱭᱟᱱᱹ	GATITOS	word			
Kom		ᱠᱚᱢ	Hembram/Glossary	word			
Komi		ᱠᱚᱢᱤ	Hembram/Glossary	word			
Komi-Permyak		ᱠᱚᱢᱤᱼᱡᱟᱹᱨᱢᱤᱭᱟᱠ	Hembram/Glossary	word			
Kongo		ᱠᱚᱝᱜᱚ	Hembram/Glossary	word			
Konkani		ᱠᱚᱱᱠᱟᱱᱤ	Hembram/Glossary	word			ᱠᱳᱝᱠᱟᱱᱤ|GATITOS
Korean		ᱠᱚᱨᱤᱭᱟᱹᱱ	Hembram/Glossary	word			
Koro		ᱠᱚᱨᱚ	Hembram/Glossary	word			
Kosraean		ᱠᱚᱥᱨᱟᱤᱭᱟᱹᱱ	Hembram/Glossary	word			
Kotava		ᱠᱚᱴᱟᱣᱟ	Hembram/Glossary	word			
Koyra Chiini		ᱠᱚᱭᱨᱟ ᱪᱷᱤᱱᱤ	Hembram/Glossary	word			
Koyraboro Senni		ᱠᱚᱭᱨᱟᱵᱚᱨᱚ ᱥᱮᱱᱤ	Hembram/Glossary	word			
Kpelle		ᱯᱮᱞᱮ	Hembram/Glossary	word			
Krio		ᱠᱨᱤᱭᱚ	Hembram/Glossary	word			ᱠᱨᱤᱭᱳ|GATITOS
Kuanyama		ᱠᱩᱣᱟᱱᱭᱟᱢᱟ	Hembram/Glossary	word			
Kumyk		ᱠᱩᱢᱤᱠ	Hembram/Glossary	word			
Kurdish		ᱠᱩᱨᱫᱤᱥ	Hembram/Glossary	word			
Kurdish, Central		ᱠᱩᱨᱥᱮᱱᱴᱨᱟᱞ	Hembram/Glossary	word			
Kurdish, Sorani		ᱠᱩᱨᱜᱤᱥ	Hembram/Glossary	word		synonyms:2	ᱥᱚᱨᱟᱢᱤ|Hembram/Glossary
Kurukh		ᱠᱩᱨᱩᱠᱷ	Hembram/Glossary	word			
Kutenai		ᱠᱩᱴᱮᱱᱟᱭ	Hembram/Glossary	word			
Kwasio		ᱠᱣᱟᱥᱤᱭᱚ	Hembram/Glossary	word			
Kyrgyz		ᱠᱤᱨᱜᱤᱡᱽ	Hembram/Glossary	word			
Kʼicheʼ		ᱠᱤᱪᱮ	Hembram/Glossary	word			
label		ᱞᱟᱵᱮᱞ	GATITOS	word			
labor		ᱠᱟᱢᱤᱹ	GATITOS	word			
labour		ᱠᱟᱢᱤᱭᱟᱱ	GATITOS	word			
lac		ᱢᱚᱲᱚᱭ	Hembram/OpenDict	word	number		
lack		ᱠᱚᱢ	GATITOS	word			
ladder		ᱥᱤᱹᱲᱤ	GATITOS	word			
Ladino		ᱞᱟᱰᱤᱱᱚ	Hembram/Glossary	word			
lady		ᱠᱩᱨᱤ ᱦᱚᱯᱱ	GATITOS	word			
Lady finger	भिंडी	ᱵᱷᱮᱰᱣᱟ	Hembram/Category	word	vegetable		
Lahnda		ᱞᱟᱦᱟᱱᱰᱟ	Hembram/Glossary	word			
laid		ᱜᱤᱛᱤᱹ	GATITOS	word		repaired:1	
lake		ᱜᱟᱰᱟ	GATITOS	word			
Lakota		ᱞᱟᱠᱚᱴᱟ	Hembram/Glossary	word			
Lamb	मेमना	ᱵᱷᱤᱰᱤ ᱜᱤᱫᱽᱨᱟᱹ	Hembram/Category	word	animal	repaired:1	ᱵᱷᱤᱰᱤ|GATITOS
Lamba		ᱞᱟᱢᱵᱟ	Hembram/Glossary	word			
lame		ᱞᱟᱢ	GATITOS	word			
lamp		ᱞᱚᱱᱴᱷᱱ	GATITOS	word			
land		ᱚᱛ ᱦᱟᱥᱟ	GATITOS	word			
landscape		ᱚᱛ ᱢᱩᱴᱷᱟᱹᱱ	GATITOS	word		repaired:1	
Langi		ᱞᱟᱝᱜᱤ	Hembram/Glossary	word			
language		ᱯᱟᱨᱥᱤ	GATITOS	word			
Lanna		ᱞᱟᱱᱟ	Hembram/Glossary	word			
Lao		ᱞᱟᱣ	Hembram/Glossary	word			
lap		ᱦᱵᱨ	GATITOS	word			
large		ᱢᱟᱨᱟᱝ	GATITOS	word			
last		ᱢᱩᱪᱮᱫ	GATITOS	word			
last but not least		ᱢᱩᱪᱫ ᱨᱮ ᱠᱤᱱᱛᱩ ᱚᱱᱛᱚ ᱫᱚ ᱵᱟᱝ	GATITOS	word		longer-than-source	
last name		ᱧᱩᱛᱩᱢ	GATITOS	word			
late		ᱵᱤᱞᱚᱢ	GATITOS	word			
lately		ᱱᱤᱛᱥᱮ	GATITOS	word			
later		ᱯᱚᱨᱮ	GATITOS	word			ᱛᱟᱭᱚᱢ|GATITOS
latest		ᱱᱟᱣᱟ	GATITOS	word			
Latgalian		ᱞᱟᱴᱜᱟᱞᱤᱞᱟᱹᱱ	Hembram/Glossary	word			
Latin		ᱞᱟᱤᱱ	Hembram/Glossary	word			ᱞᱮᱴᱤᱱ|Hembram/Glossary
Latin American Spanish		ᱞᱮᱴᱤᱱ ᱟᱢᱮᱨᱤᱠᱟᱱ ᱥᱯᱮᱱᱤᱥ	Hembram/Glossary	word			
latter		ᱞᱮᱴᱟᱨ	GATITOS	word			
Latvian		ᱞᱟᱴᱤᱣᱟᱱ	Hembram/Glossary	word			
laugh		ᱞᱟᱱᱫᱟ	GATITOS	word			
laughing		ᱞᱟᱱᱫᱟ	GATITOS	word			
laughter		ᱞᱟᱱᱦᱟᱸ	GATITOS	word			
launch		ᱮᱦᱚᱵ	GATITOS	word			
laundry		ᱛᱷᱚᱯᱟ	GATITOS	word			
law		ᱟᱤᱱ	GATITOS	word			
lawn		ᱵᱟᱜᱟᱱ	GATITOS	word			
lawyer		ᱩᱠᱤᱞ	GATITOS	word			
lay		ᱜᱤᱛᱤ	GATITOS	word			
layer		ᱯᱨᱚᱛ	GATITOS	word			
layout		ᱞᱟᱭᱩᱴᱮᱡᱽ	GATITOS	word			
Laz		ᱞᱟᱡᱽ	Hembram/Glossary	word			
lazy		ᱠᱷᱩᱬᱭᱟᱹ	GATITOS	word		repaired:1	
lead		ᱟᱭᱩᱨ	GATITOS	word			
leader		ᱱᱮᱛᱟ	GATITOS	word			
leaf		ᱥᱟᱠᱟᱢ	GATITOS	word			
leak		ᱞᱤᱠ	GATITOS	word			
lean		ᱚᱜᱳᱱᱛ	GATITOS	word			
leap		ᱰᱷᱤᱵᱤ	GATITOS	word			
learn	सीखना	ᱥᱮᱬᱟ	GATITOS	word			
learning		ᱥᱮᱹᱲᱟ	GATITOS	word			
lease		ᱵᱟᱵᱮᱨ	GATITOS	word			ᱵᱚᱱᱫᱚᱠ|GATITOS
least		ᱡᱚᱛᱚ ᱠᱷᱚᱱ ᱠᱚᱢ	GATITOS	word		longer-than-source	
leather		ᱦᱟᱨᱛᱟ	GATITOS	word			
leave		ᱪᱷᱩᱴᱤ	GATITOS	word			ᱵᱟᱜᱤ|GATITOS
leaves		ᱥᱟᱠᱟᱢ	GATITOS	word			
led		ᱞᱟᱦᱟ	GATITOS	word			
left		ᱞᱮᱱᱜᱟ	GATITOS	word			ᱠᱚᱭᱮᱸ|GATITOS
leg		ᱠᱟᱴᱟ	Hembram/OpenDict	word	noun		ᱡᱟᱝᱜᱟᱹ|GATITOS
legacy		ᱱᱟᱜᱟᱢ	GATITOS	word			
legal		ᱟᱭᱤᱱ	GATITOS	word			
legend		ᱱᱟᱜᱟᱢ	GATITOS	word			
legit		ᱮᱠᱟᱞ ᱜᱮ	GATITOS	word			
leguminous plant		ᱚᱛ ᱠᱳᱸᱫᱽᱨᱳ	Hembram/Glossary	word			
leisure		ᱟᱨᱟᱢ	GATITOS	word			
lend		ᱠᱟᱨᱡᱽ	GATITOS	word			
length		ᱡᱤᱞᱤᱧ	GATITOS	word			
Lepcha		ᱞᱮᱯᱪᱟ	Hembram/Glossary	word			
less		ᱛᱷᱚᱲᱟ	GATITOS	word			
lesson		ᱯᱟᱴᱷᱚᱵ	GATITOS	word			
let		ᱦᱚᱪᱚ	GATITOS	word			
letter		ᱪᱤᱴᱷᱤ	GATITOS	word			
lettuce		ᱞᱮᱴᱩᱥ	GATITOS	word			
level		ᱛᱷᱟᱯ	GATITOS	word			
leverage		ᱞᱤᱵᱨᱮᱡ	GATITOS	word			
Lezghian		ᱞᱮᱡᱽᱜᱷᱤᱭᱟᱱ	Hembram/Glossary	word			
liability		ᱞᱟᱦᱟᱱᱛᱤ	GATITOS	word			
library		ᱯᱛᱚᱵ ᱢᱩᱨᱟᱤ	GATITOS	word			
lick		ᱪᱟᱳ	GATITOS	word			
lie		ᱮᱲᱮ	GATITOS	word			
lies		ᱮᱲᱹᱮ	GATITOS	word			
life		ᱡᱤᱭᱚᱱ	GATITOS	word			
lift		ᱨᱟᱠᱟᱯ	GATITOS	word			ᱨᱟᱠᱟᱵ|GATITOS
light		ᱢᱟᱨᱥᱟᱞ	GATITOS	word			ᱟᱨᱥᱟᱞ|GATITOS
lightning		ᱥᱮᱜᱮᱞ ᱡᱟᱞᱠᱟᱣ	GATITOS	word			
Ligurian		ᱞᱤᱜᱩᱨᱤᱭᱟᱱ	Hembram/Glossary	word			
like		ᱠᱷᱩᱥᱤ	GATITOS	word			
likely		ᱠᱩᱥᱤ-ᱢᱛ	GATITOS	word		hyphen:1	
likewise		ᱢᱤᱫᱨᱚᱠᱚᱢ	GATITOS	word			
Limbu		ᱞᱤᱢᱵᱩ	Hembram/Glossary	word			
Limburgish		ᱞᱤᱢᱵᱩᱨᱜᱤᱥ	Hembram/Glossary	word			
line		ᱞᱟᱤᱱ	GATITOS	word			
Linear A		ᱥᱤᱫᱷ ᱮ	Hembram/Glossary	word			
Linear B		ᱥᱤᱫᱷ ᱵ	Hembram/Glossary	word			
Lingala		ᱞᱤᱱᱜᱟᱞᱟ	Hembram/Glossary	word			ᱞᱤᱝᱜᱟᱞᱟ|GATITOS
Lingua Franca Nova		ᱞᱤᱱᱜᱩᱣᱟ ᱯᱷᱨᱟᱱᱠᱟ ᱱᱚᱣᱟ	Hembram/Glossary	word			
link		ᱞᱤᱱᱠ	GATITOS	word			
Lion	शेर	ᱠᱟᱴᱟᱣᱟ ᱛᱟᱹᱨᱩᱵ	Hembram/Category	word	animal	repaired:1	ᱠᱩᱞ|GATITOS
Lip	होंठ	ᱞᱩᱴᱤ	Hembram/Category	word	body		
liquid		ᱛᱨᱞ	GATITOS	word			
list		ᱞᱤᱥᱴ	GATITOS	word			
listen	सुनो	ᱟᱡᱚᱢ	GATITOS	word			
listening		ᱟᱡᱢ	GATITOS	word			
literally		ᱥᱟᱹᱨᱤᱜᱮ	GATITOS	word			
Literary Chinese		ᱞᱤᱴᱟᱹᱨᱟᱨᱤ ᱪᱟᱭᱱᱤᱡᱽ	Hembram/Glossary	word			
literature		ᱚᱱᱚᱞᱤᱭᱟ	GATITOS	word			
Lithuanian		ᱞᱤᱛᱷᱩᱱᱤᱭᱟᱹᱱ	Hembram/Glossary	word			
litter		ᱡᱚᱵᱨᱟ	GATITOS	word			
little		ᱦᱩᱰᱤᱧ	Hembram/Glossary	word			ᱦᱚᱯᱚᱱ|GATITOS
Little finger	छोटी उँगली	ᱦᱩᱰᱤᱧ ᱠᱟᱹᱴᱩᱵ	Hembram/Category	word	body	repaired:1	
live		ᱡᱤᱣᱤᱫᱳᱜ	GATITOS	word			
liver		ᱠᱚᱞᱡᱟ	GATITOS	word			
lives		ᱡᱤᱭᱚᱱ	GATITOS	word			
living		ᱡᱮᱭᱹᱮ	GATITOS	word			
living room		ᱫᱩᱲᱵ ᱚᱲᱟᱹ	GATITOS	word			
Livonian		ᱞᱤᱣᱚᱱᱤᱭᱟᱹᱱ	Hembram/Glossary	word			
lizard		ᱪᱮᱨᱪᱮᱴᱮᱡ	GATITOS	word			
load		ᱞᱳᱰ	GATITOS	word			
loaf		ᱞᱳᱯᱷ	GATITOS	word			
loan		ᱩᱰᱦᱟᱨ	GATITOS	word			
local		ᱥᱳᱨ ᱥᱟᱯᱳᱨ	GATITOS	word			
location		ᱡᱟᱜᱟᱦ	GATITOS	word			
lock		ᱛᱟᱞᱟᱹ	GATITOS	word			
lockdown		ᱞᱚᱠᱫᱩᱚᱱ	GATITOS	word			
log		ᱠᱟᱴᱷ	GATITOS	word			
Lojban		ᱞᱚᱡᱽᱵᱟᱱ	Hembram/Glossary	word			
lol		ᱞᱳᱞ	GATITOS	word			
Loma		ᱞᱚᱢᱟ	Hembram/Glossary	word			
Lombard		ᱞᱚᱢᱵᱟᱨᱰ	Hembram/Glossary	word			
lonely		ᱮᱠᱞᱟ	GATITOS	word			
long		ᱡᱤᱞᱤᱧ	GATITOS	word			
long time no see		ᱟᱰᱤ ᱫᱤᱱ ᱵᱟᱝ ᱱᱟᱯᱟᱢ	GATITOS	word			
look	देखो	ᱧᱮᱞ	GATITOS	word			
loop		ᱞᱩᱯ	GATITOS	word			
loose		ᱰᱷᱤᱞ	GATITOS	word			
lord		ᱵᱚᱸᱝᱟ	GATITOS	word			
lose		ᱟᱫ	GATITOS	word			
loss		ᱞᱚᱥ	GATITOS	word			
lost		ᱟᱫᱹ	GATITOS	word			
lot		ᱟᱫᱤ	GATITOS	word			
loud		ᱪᱮᱛᱟᱱ ᱟᱲᱟᱝ	GATITOS	word			
Louisiana Creole		ᱞᱩᱭᱥᱤᱭᱟᱱᱟ ᱠᱨᱮᱚᱞᱮ	Hembram/Glossary	word			
lounge		ᱞᱟᱩᱱᱡ	GATITOS	word			
Love	प्यार	ᱫᱩᱞᱟᱹᱲ	Hembram/Category	word	family	repaired:1	ᱫᱩᱞᱟᱲ|GATITOS
love you		ᱫᱩᱞᱟᱨᱟᱢ	GATITOS	word			
lovely		ᱫᱩᱞᱟᱲᱤ	GATITOS	word			
low		ᱠᱚᱢ	GATITOS	word			
Low German		ᱞᱚ ᱡᱟᱹᱨᱢᱟᱹᱱ	Hembram/Glossary	word			
Low Saxon		ᱞᱚ ᱥᱟᱠᱥᱚᱱ	Hembram/Glossary	word			
lower		ᱞᱟᱛᱟᱨ	GATITOS	word			
Lower Silesian		ᱞᱚᱣᱟᱹᱨ ᱥᱤᱞᱮᱥᱤᱭᱟᱹᱱ	Hembram/Glossary	word			
Lower Sorbian		ᱞᱚᱣᱟᱹᱨ ᱥᱚᱨᱵᱤᱭᱟᱹᱱ	Hembram/Glossary	word			
loyal		ᱯᱟᱹᱛᱭᱟᱹᱣᱟᱱ	GATITOS	word		repaired:2	
loyalty		ᱥᱟᱨᱤ-ᱫᱦᱟᱣ	GATITOS	word		hyphen:1	
Lozi		ᱞᱚᱡᱤ	Hembram/Glossary	word			
Luba-Katanga		ᱞᱩᱵᱟᱼᱠᱟᱹᱡᱟᱹᱝᱜᱟ	Hembram/Glossary	word			
Luba-Lulua		ᱞᱩᱵᱟᱼᱞᱩᱞᱩᱣᱟ	Hembram/Glossary	word			
luck		ᱵᱷᱟᱜᱚ	GATITOS	word			
lucky		ᱵᱷᱟᱜᱚᱥᱤᱞ	GATITOS	word			
Luganda		ᱞᱩᱜᱟᱱᱰᱟ	GATITOS	word			
luggage		ᱡᱤᱱᱤᱥᱯᱟᱛᱤ	GATITOS	word			
Luiseno		ᱞᱩᱣᱤᱥᱮᱱᱚ	Hembram/Glossary	word			
Lule Sami		ᱞᱩᱞᱮ ᱥᱟᱢᱤ	Hembram/Glossary	word			
lump		ᱞᱚᱢᱯ	GATITOS	word			
lunch		ᱡᱚᱢᱟᱜ	GATITOS	word			
Lunda		ᱞᱩᱱᱰᱟ	Hembram/Glossary	word			
Lungs	फेफड़े	ᱵᱚᱨᱚ	Hembram/Category	word	body		ᱯᱟᱠᱚᱥ|GATITOS
Luo		ᱞᱣᱚ	Hembram/Glossary	word			
Luxembourgish		ᱞᱩᱠᱥᱮᱢᱵᱚᱨᱜᱤᱥ	Hembram/Glossary	word			
luxury		ᱠᱤᱥᱟᱲ	GATITOS	word			
Luyia		ᱞᱩᱭᱤᱭᱟ	Hembram/Glossary	word			
lychee	लीची	ᱞᱤᱪᱩ	Hembram/Category	word	food		
Lycian		ᱞᱟᱭᱥᱤᱭᱟᱹᱱ	Hembram/Glossary	word			
Lydian		ᱞᱭᱰᱤᱭᱟᱹᱱ	Hembram/Glossary	word			
lying		ᱮᱲᱹᱮ	GATITOS	word			
Maba		ᱢᱟᱵᱟ	Hembram/Glossary	word			
Macedonian		ᱢᱟᱥᱮᱰᱚᱱᱤᱭᱟᱹᱱ	Hembram/Glossary	word			
Machame		ᱢᱟᱹᱪᱢᱮ	Hembram/Glossary	word			
machine		ᱡᱚᱱᱛᱨᱚ	GATITOS	word			
mad		ᱠᱷᱮᱯᱟ	GATITOS	word			
madam		ᱢᱟᱱᱳᱛᱟᱱ ᱜᱚᱢᱠᱮ	GATITOS	word			
made		ᱵᱮᱱᱟᱣ	GATITOS	word			
Madurese		ᱢᱟᱱᱰᱩᱨᱤᱡᱽ	Hembram/Glossary	word			
Mafa		ᱢᱟᱯᱷᱟ	Hembram/Glossary	word			
Magahi		ᱢᱟᱜᱟᱦᱤ	Hembram/Glossary	word			
magazine		ᱢᱮᱜᱟᱜᱤᱱ	GATITOS	word			
magnificent		ᱜᱮᱫᱜᱦᱨᱭᱥᱰ	GATITOS	word			
Mahajani		ᱢᱟᱦᱟᱡᱟᱱᱤ	Hembram/Glossary	word			
maid		ᱠᱟᱢᱤ-ᱦᱚᱲ	GATITOS	word		hyphen:1	
Maida	मैदा	ᱢᱟᱭᱫᱟ	Hembram/Category	word	food		
main		ᱟᱥᱚᱞ	GATITOS	word			
Main-Franconian		ᱢᱮᱱᱼᱯᱷᱨᱟᱱᱠᱚᱱᱤᱭᱟᱹᱱ	Hembram/Glossary	word			
maintain		ᱡᱚᱛᱚᱱ	GATITOS	word			
maintenance		ᱥᱟᱢᱲᱟᱣ	GATITOS	word			
Maithili		ᱢᱟᱹᱭᱛᱷᱤᱞᱤ	Hembram/Glossary	word			ᱢᱟᱭᱛᱷᱤᱞᱤ|GATITOS
Maiz	मक्का	ᱡᱚᱱᱚᱲᱟ	Hembram/Category	word	food		
major		ᱢᱟᱨᱟᱝ	GATITOS	word			
majority		ᱡᱟᱥᱛᱤᱭᱟᱱ	GATITOS	word			
Makasar		ᱢᱟᱠᱟᱥᱟᱨ	Hembram/Glossary	word			
make		ᱵᱮᱱᱟᱣ	GATITOS	word			
make up		ᱵᱮᱱᱟᱣ	GATITOS	word			
Makhuwa-Meetto		ᱢᱟᱠᱷᱩᱣᱟᱼᱢᱤᱴᱩ	Hembram/Glossary	word			
Makonde		ᱢᱟᱠᱚᱱᱰᱮ	Hembram/Glossary	word			
Malagasy		ᱢᱟᱞᱟᱜᱟᱥᱭ	Hembram/Glossary	word			
Malay		ᱢᱟᱞᱟᱭ	Hembram/Glossary	word			
Malayalam		ᱢᱟᱞᱟᱭᱟᱞᱟᱢ	Hembram/Glossary	word			ᱢᱟᱞᱟᱭᱟᱞᱟᱹᱢ|Hembram/Glossary
male		ᱵᱟᱵᱟ ᱡᱟᱱᱟᱝ	GATITOS	word			
mall		ᱢᱚᱞ	GATITOS	word			
Maltese		ᱢᱟᱞᱴᱤᱡᱽ	Hembram/Glossary	word			
man		ᱦᱚᱲᱠᱚ	GATITOS	word			
manage		ᱪᱟᱪᱞᱟᱣ	GATITOS	word			
management		ᱢᱟᱱᱮᱡᱮᱱᱴ	GATITOS	word			
manager		ᱢᱟᱱᱮᱡᱚᱨ	GATITOS	word			
Manchu		ᱢᱟᱱᱪᱷᱩ	Hembram/Glossary	word			
Mandaean		ᱢᱟᱱᱰᱤᱭᱟᱹᱱ	Hembram/Glossary	word			
Mandar		ᱢᱟᱱᱰᱟᱨ	Hembram/Glossary	word			
Mandarin Chinese		ᱢᱟᱹᱱᱰᱟᱨᱤᱭᱟᱹᱱ ᱪᱟᱭᱱᱤᱡᱽ	Hembram/Glossary	word			
mandatory		ᱞᱟᱹᱠᱛᱤᱭᱟᱱ	GATITOS	word			
Mandingo		ᱢᱟᱱᱰᱤᱱᱜᱚ	Hembram/Glossary	word			
Mango	आम	ᱩᱞ	Hembram/Category	word	food		
Manichaean		ᱢᱟᱱᱤᱪᱷᱟᱤᱭᱟᱱ	Hembram/Glossary	word			
manifest		ᱵᱷᱟᱵᱤᱛᱟᱱ	GATITOS	word			
manipulate		ᱢᱮᱱᱤᱯᱩᱴ	GATITOS	word			
Manipuri		ᱢᱟᱹᱱᱤᱯᱩᱨᱤ	Hembram/Glossary	word			
manner		ᱵᱮᱵᱦᱟᱨ	GATITOS	word			
manual		ᱢᱮᱱᱩᱭᱟᱞ	GATITOS	word			
Manx		ᱢᱟᱝᱠᱥ	Hembram/Glossary	word			
many		ᱟᱭᱢᱟ	GATITOS	word			
many many happy returns of the day		ᱟᱰᱤ ᱟᱰᱤ ᱥᱟᱨᱦᱟᱣ ᱱᱚᱣᱟ ᱫᱤᱱ ᱨᱮ	GATITOS	word			
Many people built their home in the foest.		ᱵᱤᱨ ᱨᱮ ᱫᱚ ᱟᱹᱰᱤᱜᱟᱱ ᱦᱚᱲ ᱚᱲᱟᱜ ᱠᱚ ᱛᱮᱭᱟᱨ ᱠᱟᱣᱱᱟ ᱾	Hembram/Sentences	sentence		longer-than-source	
Mapuche		ᱢᱟᱯᱩᱪᱷᱮ	Hembram/Glossary	word			
Marathi		ᱢᱟᱨᱟᱴᱷᱤ	Hembram/Glossary	word			
March	मार्च	ᱢᱟᱨᱪ	Hembram/Category	word	calendar		ᱢᱟᱨᱪ ᱪᱟᱹᱱᱫᱳ|GATITOS
Marchen		ᱢᱟᱨᱪᱷᱮᱱ	Hembram/Glossary	word			
Mare	घोड़ी	ᱮᱸᱜᱟ ᱥᱟᱫᱚᱢ	Hembram/Category	word	animal		
margin		ᱢᱟᱯ	GATITOS	word			
Mari		ᱢᱟᱨᱤ	Hembram/Glossary	word			
market		ᱵᱟᱡᱟᱨ	GATITOS	word			
marriage		ᱵᱟᱯᱞᱟ	GATITOS	word			
married		ᱵᱟᱯᱞᱟᱠᱟᱱ	GATITOS	word			
Marshallese		ᱢᱟᱨᱥᱟᱯᱤᱥ	Hembram/Glossary	word			
Marwari		ᱢᱟᱨᱣᱟᱨᱤ	Hembram/Glossary	word			
Masai		ᱢᱟᱥᱟᱭ	Hembram/Glossary	word			
Masaram Gondi		ᱢᱟᱥᱟᱨᱟᱢ ᱜᱚᱱᱰᱤ	Hembram/Glossary	word			
mask		ᱢᱩᱠᱷᱴ	GATITOS	word			
mass		ᱢᱟᱱᱚᱛ	GATITOS	word			
massive		ᱟᱹᱰᱤ ᱢᱟᱨᱟᱝ	GATITOS	word			
master		ᱢᱟᱪᱮᱫ	GATITOS	word			
match		ᱢᱤᱞᱮᱣ	GATITOS	word			
mate		ᱜᱟᱛᱮ	GATITOS	word			
material		ᱥᱟᱨᱟᱱ ᱡᱟᱢ ᱞᱟᱜᱵᱮ	GATITOS	word		longer-than-source	
Maternal Aunt	मामी	ᱢᱟᱢᱤ	Hembram/Category	word	family		
Maternal Grandfather	नाना	ᱜᱚᱲᱚᱢ ᱦᱚᱲᱟᱢ	Hembram/Category	word	family		
Maternal Grandmother	नानी	ᱜᱚᱲᱚᱢ ᱵᱩᱲᱷᱤ	Hembram/Category	word	family		
Maternal Sister	मौसेरी बहन	ᱦᱤᱞᱤ	Hembram/Category	word	family		
Maternal Uncle	मामा	ᱢᱟᱢᱟ	Hembram/Category	word	family		
math		ᱚᱝᱠᱳ	GATITOS	word			
Mathematical Notation		ᱢᱮᱛᱷᱢᱮᱴᱤᱠᱟᱞ ᱱᱚᱴᱮᱥᱚᱱ	Hembram/Glossary	word			
matter		ᱢᱟᱢᱞᱟ	GATITOS	word			ᱡᱤᱱᱤᱥ|GATITOS
maturity		ᱵᱩᱹᱡ	GATITOS	word			
May	मई	ᱢᱮᱭ	Hembram/Category	word	calendar		ᱦᱩᱭ ᱫᱟᱲᱤᱭᱟᱜ-ᱟ|GATITOS
Mayan hieroglyphs		ᱢᱟᱭᱟᱱ ᱦᱟᱭᱨᱚᱜᱞᱤᱢᱯᱥ	Hembram/Glossary	word			
maybe		ᱦᱩᱭ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ	GATITOS	word			
Mazanderani		ᱢᱟᱡᱟᱱᱰᱮᱨᱟᱱᱤ	Hembram/Glossary	word			
Me		ᱤᱧ ᱜᱮ	Hembram/Glossary	word			ᱤᱧᱜᱮ|Hembram/Glossary;ᱤᱧ|GATITOS
me too		ᱤᱧ ᱦᱚᱸ	GATITOS	word			
meal		ᱡᱚᱢᱟᱜ	GATITOS	word			
mean		ᱢᱟᱱᱮ	GATITOS	word			
